user_id,job_id,compute_hours,storage_gb,queries_run,date,cloud_provider,region,profile,job_type,instance_type,year,month,day,week,compute_per_query,avg_compute_per_user,usage_intensity
177,job_26,0.93,236.52,167,2026-01-01,gcp,us-east-1,low,batch,large,2026,1,1,1,0.005568862275449102,1.5295454545454545,low
122,job_30,5.89,16.66,792,2026-01-01,gcp,sa-east-1,high,ad-hoc,small,2026,1,1,1,0.007436868686868686,5.652857142857143,medium
4,job_32,1.1,302.7,315,2026-01-01,gcp,us-west-2,low,streaming,medium,2026,1,1,1,0.0034920634920634925,2.0425,low
47,job_26,1.52,169.37,217,2026-01-01,azure,sa-east-1,low,batch,large,2026,1,1,1,0.007004608294930876,2.320689655172414,low
154,job_19,1.1,463.4,126,2026-01-01,gcp,us-east-1,medium,ad-hoc,large,2026,1,1,1,0.00873015873015873,3.8408695652173916,low
133,job_13,0.89,144.27,48,2026-01-01,aws,us-east-1,medium,streaming,medium,2026,1,1,1,0.018541666666666668,4.160666666666667,low
167,job_40,1.43,300.75,211,2026-01-01,azure,us-west-2,low,streaming,small,2026,1,1,1,0.006777251184834123,2.1316,low
184,job_42,0.33,124.02,264,2026-01-01,aws,us-west-2,low,ad-hoc,small,2026,1,1,1,0.00125,2.425135135135135,low
96,job_18,1.04,122.14,393,2026-01-01,aws,us-west-2,low,batch,small,2026,1,1,1,0.0026463104325699744,2.34,low
38,job_22,1.26,279.01,191,2026-01-01,gcp,us-west-2,low,batch,small,2026,1,1,1,0.006596858638743455,1.8984,low
89,job_30,5.17,54.73,47,2026-01-01,azure,us-west-2,low,ad-hoc,small,2026,1,1,1,0.11,3.530625,medium
187,job_35,2.46,348.48,284,2026-01-01,gcp,sa-east-1,low,batch,small,2026,1,1,1,0.008661971830985915,1.648235294117647,medium
75,job_38,0.64,227.07,212,2026-01-01,azure,us-east-1,low,streaming,small,2026,1,1,1,0.0030188679245283017,1.7676923076923077,low
144,job_6,10.15,454.34,414,2026-01-01,azure,us-east-1,medium,ad-hoc,small,2026,1,1,1,0.024516908212560386,3.6672413793103447,high
142,job_4,3.08,134.81,201,2026-01-01,gcp,us-west-2,low,streaming,medium,2026,1,1,1,0.015323383084577116,2.073421052631579,medium
94,job_28,2.19,13.82,357,2026-01-01,gcp,us-east-1,low,batch,large,2026,1,1,1,0.006134453781512605,1.903125,medium
69,job_49,1.28,450.31,707,2026-01-01,azure,us-west-2,medium,streaming,large,2026,1,1,1,0.0018104667609618104,4.2176,low
66,job_21,2.57,317.28,360,2026-01-01,azure,us-west-2,low,ad-hoc,small,2026,1,1,1,0.007138888888888888,1.4806666666666666,medium
55,job_25,3.3,82.21,1944,2026-01-01,azure,us-east-1,high,batch,medium,2026,1,1,1,0.0016975308641975309,8.7732,medium
125,job_4,0.79,311.26,84,2026-01-01,gcp,sa-east-1,low,streaming,medium,2026,1,1,1,0.009404761904761905,1.967142857142857,low
107,job_40,2.24,135.48,42,2026-01-01,aws,us-east-1,medium,streaming,small,2026,1,1,1,0.05333333333333334,4.859259259259259,medium
167,job_13,1.33,110.82,164,2026-01-01,azure,us-west-2,low,streaming,medium,2026,1,1,1,0.008109756097560976,2.1316,low
151,job_39,1.87,495.54,641,2026-01-01,azure,sa-east-1,medium,streaming,medium,2026,1,1,1,0.0029173166926677067,2.92037037037037,low
167,job_15,2.63,214.07,237,2026-01-01,azure,us-west-2,low,streaming,large,2026,1,1,1,0.011097046413502109,2.1316,medium
171,job_10,2.03,271.01,51,2026-01-01,azure,us-west-2,low,streaming,small,2026,1,1,1,0.03980392156862745,2.0786956521739133,medium
180,job_49,0.42,297.42,997,2026-01-01,aws,sa-east-1,medium,streaming,large,2026,1,1,1,0.00042126379137412233,1.6009090909090908,low
107,job_10,20.25,436.87,755,2026-01-01,aws,us-east-1,medium,streaming,small,2026,1,1,1,0.02682119205298013,4.859259259259259,high
46,job_35,6.06,262.24,171,2026-01-01,gcp,sa-east-1,medium,batch,small,2026,1,1,1,0.03543859649122807,3.3514285714285714,high
161,job_43,0.62,191.02,316,2026-01-01,gcp,us-west-2,low,batch,small,2026,1,1,1,0.0019620253164556963,1.9735999999999998,low
74,job_8,2.07,180.72,262,2026-01-01,azure,us-west-2,medium,batch,large,2026,1,1,1,0.007900763358778625,2.9016,medium
123,job_20,1.49,177.11,105,2026-01-01,azure,us-west-2,low,streaming,medium,2026,1,1,1,0.01419047619047619,2.0479166666666666,low
33,job_16,2.89,489.12,716,2026-01-02,azure,sa-east-1,high,streaming,large,2026,1,2,1,0.004036312849162012,8.9428125,medium
143,job_8,0.52,241.52,436,2026-01-02,azure,sa-east-1,low,batch,large,2026,1,2,1,0.0011926605504587156,1.5432258064516131,low
10,job_42,1.76,166.12,407,2026-01-02,gcp,us-east-1,low,ad-hoc,small,2026,1,2,1,0.004324324324324324,2.543846153846154,low
148,job_29,2.19,229.68,408,2026-01-02,gcp,us-west-2,low,streaming,small,2026,1,2,1,0.005367647058823529,1.3875,medium
178,job_19,0.56,114.62,132,2026-01-02,azure,us-east-1,low,ad-hoc,large,2026,1,2,1,0.004242424242424243,1.5215789473684211,low
146,job_10,2.5,511.49,404,2026-01-02,gcp,us-east-1,high,streaming,small,2026,1,2,1,0.006188118811881188,8.3088,medium
107,job_9,2.05,70.33,80,2026-01-02,aws,us-east-1,medium,ad-hoc,large,2026,1,2,1,0.025625,4.859259259259259,medium
33,job_13,1.26,230.42,826,2026-01-02,azure,sa-east-1,high,streaming,medium,2026,1,2,1,0.0015254237288135593,8.9428125,low
192,job_2,3.68,32.78,1058,2026-01-02,azure,sa-east-1,high,batch,large,2026,1,2,1,0.0034782608695652175,8.749032258064515,medium
57,job_33,1.04,159.07,322,2026-01-02,gcp,us-west-2,low,streaming,medium,2026,1,2,1,0.003229813664596273,2.2576923076923077,low
138,job_48,2.89,140.66,429,2026-01-02,gcp,us-west-2,medium,batch,large,2026,1,2,1,0.006736596736596737,4.65,medium
199,job_31,4.66,30.61,493,2026-01-02,azure,sa-east-1,medium,batch,small,2026,1,2,1,0.009452332657200812,4.5,medium
2,job_49,2.45,55.95,116,2026-01-02,aws,us-west-2,low,streaming,large,2026,1,2,1,0.021120689655172414,1.5665,medium
41,job_47,6.87,420.07,531,2026-01-02,aws,us-east-1,medium,streaming,medium,2026,1,2,1,0.012937853107344632,4.713809523809524,high
192,job_1,6.38,43.93,212,2026-01-02,azure,sa-east-1,high,ad-hoc,small,2026,1,2,1,0.03009433962264151,8.749032258064515,high
55,job_50,11.97,246.1,1358,2026-01-02,azure,us-east-1,high,ad-hoc,medium,2026,1,2,1,0.008814432989690722,8.7732,high
160,job_9,0.76,193.61,1644,2026-01-02,gcp,us-east-1,high,ad-hoc,large,2026,1,2,1,0.00046228710462287105,6.783181818181817,low
197,job_40,7.25,370.26,790,2026-01-02,gcp,us-west-2,high,streaming,small,2026,1,2,1,0.009177215189873418,8.376333333333333,high
151,job_16,0.41,193.88,145,2026-01-02,azure,sa-east-1,medium,streaming,large,2026,1,2,1,0.0028275862068965515,2.92037037037037,low
43,job_7,3.97,548.66,674,2026-01-02,gcp,sa-east-1,high,ad-hoc,medium,2026,1,2,1,0.005890207715133531,9.005454545454546,medium
146,job_32,13.4,202.37,900,2026-01-02,gcp,us-east-1,high,streaming,medium,2026,1,2,1,0.014888888888888889,8.3088,high
128,job_28,0.99,196.62,27,2026-01-02,aws,us-west-2,low,batch,large,2026,1,2,1,0.03666666666666667,1.4877419354838708,low
137,job_47,0.6,308.57,278,2026-01-02,azure,us-east-1,medium,streaming,medium,2026,1,2,1,0.002158273381294964,5.058333333333334,low
108,job_45,3.91,452.77,980,2026-01-02,gcp,sa-east-1,high,ad-hoc,small,2026,1,2,1,0.003989795918367347,9.70142857142857,medium
43,job_20,13.21,245.19,164,2026-01-02,gcp,sa-east-1,high,streaming,medium,2026,1,2,1,0.08054878048780488,9.005454545454546,high
161,job_34,0.18,86.84,236,2026-01-02,gcp,us-west-2,low,ad-hoc,large,2026,1,2,1,0.0007627118644067797,1.9735999999999998,low
197,job_13,6.15,357.49,1564,2026-01-02,gcp,us-west-2,high,streaming,medium,2026,1,2,1,0.003932225063938619,8.376333333333333,high
81,job_13,1.92,320.27,101,2026-01-02,gcp,sa-east-1,low,streaming,medium,2026,1,2,1,0.01900990099009901,1.8499999999999999,low
15,job_15,5.93,300.2,546,2026-01-02,azure,us-west-2,medium,streaming,large,2026,1,2,1,0.01086080586080586,3.438947368421053,medium
190,job_18,1.09,505.51,402,2026-01-02,gcp,us-east-1,high,batch,small,2026,1,2,1,0.0027114427860696518,8.861304347826087,low
119,job_49,6.96,57.51,36,2026-01-02,gcp,us-west-2,low,streaming,large,2026,1,2,1,0.19333333333333333,1.6035714285714284,high
61,job_13,1.39,17.71,119,2026-01-02,azure,us-east-1,low,streaming,medium,2026,1,2,1,0.011680672268907562,2.8685714285714283,low
26,job_20,0.27,32.8,476,2026-01-02,aws,us-west-2,low,streaming,medium,2026,1,2,1,0.0005672268907563026,2.114090909090909,low
176,job_5,1.8,90.3,416,2026-01-02,aws,us-west-2,low,streaming,large,2026,1,2,1,0.004326923076923077,1.7218181818181817,low
57,job_14,6.66,43.63,415,2026-01-02,gcp,us-west-2,low,streaming,small,2026,1,2,1,0.016048192771084338,2.2576923076923077,high
90,job_38,0.52,58.6,336,2026-01-02,aws,sa-east-1,low,streaming,small,2026,1,2,1,0.0015476190476190477,2.216,low
55,job_22,4.18,598.97,1888,2026-01-02,azure,us-east-1,high,batch,small,2026,1,2,1,0.0022139830508474574,8.7732,medium
16,job_1,2.01,55.48,98,2026-01-02,aws,us-west-2,low,ad-hoc,small,2026,1,2,1,0.02051020408163265,1.8697368421052631,medium
178,job_6,1.09,14.0,486,2026-01-02,azure,us-east-1,low,ad-hoc,small,2026,1,2,1,0.0022427983539094654,1.5215789473684211,low
132,job_1,3.41,404.17,945,2026-01-02,aws,us-east-1,medium,ad-hoc,small,2026,1,2,1,0.0036084656084656086,6.8660000000000005,medium
25,job_47,7.26,307.37,56,2026-01-02,aws,us-east-1,medium,streaming,medium,2026,1,2,1,0.12964285714285714,5.567407407407408,high
74,job_30,2.38,317.22,607,2026-01-02,azure,us-west-2,medium,ad-hoc,small,2026,1,2,1,0.003920922570016474,2.9016,medium
120,job_49,13.3,469.69,1302,2026-01-02,azure,us-west-2,high,streaming,large,2026,1,2,1,0.01021505376344086,7.648000000000001,high
99,job_24,0.29,307.95,418,2026-01-02,aws,us-west-2,low,batch,small,2026,1,2,1,0.00069377990430622,1.7431999999999999,low
59,job_40,0.82,107.81,95,2026-01-02,gcp,sa-east-1,low,streaming,small,2026,1,2,1,0.00863157894736842,2.382857142857143,low
44,job_28,7.86,288.21,28,2026-01-02,aws,us-west-2,medium,batch,large,2026,1,2,1,0.28071428571428575,4.191538461538462,high
79,job_47,11.9,165.44,141,2026-01-02,gcp,us-east-1,low,streaming,medium,2026,1,2,1,0.08439716312056737,2.416875,high
155,job_50,0.68,301.17,415,2026-01-02,aws,us-east-1,low,ad-hoc,medium,2026,1,2,1,0.00163855421686747,1.221875,low
89,job_38,2.47,94.4,35,2026-01-02,azure,us-west-2,low,streaming,small,2026,1,2,1,0.07057142857142858,3.530625,medium
173,job_34,1.73,279.94,111,2026-01-02,gcp,sa-east-1,low,ad-hoc,large,2026,1,2,1,0.015585585585585586,1.7005263157894739,low
13,job_9,0.04,123.67,245,2026-01-03,aws,sa-east-1,low,ad-hoc,large,2026,1,3,1,0.00016326530612244898,1.7563333333333333,low
190,job_9,1.25,312.32,728,2026-01-03,gcp,us-east-1,high,ad-hoc,large,2026,1,3,1,0.001717032967032967,8.861304347826087,low
142,job_45,5.55,305.14,446,2026-01-03,gcp,us-west-2,low,ad-hoc,small,2026,1,3,1,0.012443946188340807,2.073421052631579,medium
159,job_46,1.22,187.15,294,2026-01-03,aws,us-west-2,low,batch,small,2026,1,3,1,0.004149659863945578,2.1414285714285715,low
62,job_17,5.04,233.4,340,2026-01-03,aws,us-west-2,low,batch,small,2026,1,3,1,0.014823529411764706,2.823478260869565,medium
141,job_36,0.41,207.6,298,2026-01-03,gcp,us-east-1,low,ad-hoc,small,2026,1,3,1,0.0013758389261744966,2.064583333333333,low
39,job_7,0.79,385.92,75,2026-01-03,aws,sa-east-1,medium,ad-hoc,medium,2026,1,3,1,0.010533333333333334,3.1422222222222222,low
27,job_19,1.22,246.47,482,2026-01-03,aws,us-west-2,medium,ad-hoc,large,2026,1,3,1,0.0025311203319502073,4.896315789473684,low
46,job_49,4.74,383.9,310,2026-01-03,gcp,sa-east-1,medium,streaming,large,2026,1,3,1,0.015290322580645162,3.3514285714285714,medium
141,job_34,2.18,287.27,66,2026-01-03,gcp,us-east-1,low,ad-hoc,large,2026,1,3,1,0.033030303030303035,2.064583333333333,medium
68,job_21,2.51,460.32,674,2026-01-03,azure,sa-east-1,medium,ad-hoc,small,2026,1,3,1,0.003724035608308605,5.4825,medium
197,job_21,19.67,18.51,514,2026-01-03,gcp,us-west-2,high,ad-hoc,small,2026,1,3,1,0.03826848249027238,8.376333333333333,high
22,job_25,13.19,118.26,249,2026-01-03,aws,sa-east-1,medium,batch,medium,2026,1,3,1,0.052971887550200804,4.81875,high
76,job_7,4.05,400.67,707,2026-01-03,azure,us-east-1,medium,ad-hoc,medium,2026,1,3,1,0.005728429985855728,3.0675,medium
153,job_18,0.43,260.49,443,2026-01-03,gcp,sa-east-1,low,batch,small,2026,1,3,1,0.0009706546275395034,1.5404761904761906,low
96,job_8,0.17,302.0,235,2026-01-03,aws,us-west-2,low,batch,large,2026,1,3,1,0.0007234042553191489,2.34,low
10,job_45,18.59,184.74,469,2026-01-03,gcp,us-east-1,low,ad-hoc,small,2026,1,3,1,0.03963752665245202,2.543846153846154,high
128,job_7,0.49,241.92,175,2026-01-03,aws,us-west-2,low,ad-hoc,medium,2026,1,3,1,0.0028,1.4877419354838708,low
125,job_38,0.97,110.12,117,2026-01-03,gcp,sa-east-1,low,streaming,small,2026,1,3,1,0.00829059829059829,1.967142857142857,low
98,job_47,0.6,253.77,91,2026-01-03,gcp,us-west-2,low,streaming,medium,2026,1,3,1,0.006593406593406593,1.9358620689655173,low
189,job_13,1.01,218.52,137,2026-01-03,azure,us-east-1,low,streaming,medium,2026,1,3,1,0.007372262773722628,1.3622222222222222,low
63,job_47,5.21,160.99,186,2026-01-03,azure,sa-east-1,low,streaming,medium,2026,1,3,1,0.028010752688172044,2.5116666666666663,medium
149,job_6,0.06,229.26,306,2026-01-03,aws,us-east-1,low,ad-hoc,small,2026,1,3,1,0.000196078431372549,2.9517857142857147,low
136,job_21,0.56,122.5,262,2026-01-03,gcp,us-east-1,low,ad-hoc,small,2026,1,3,1,0.002137404580152672,2.246551724137931,low
177,job_23,0.71,322.96,270,2026-01-03,gcp,us-east-1,low,batch,large,2026,1,3,1,0.0026296296296296293,1.5295454545454545,low
101,job_29,0.89,270.08,398,2026-01-03,gcp,sa-east-1,medium,streaming,small,2026,1,3,1,0.002236180904522613,3.2725,low
27,job_13,2.76,329.28,260,2026-01-03,aws,us-west-2,medium,streaming,medium,2026,1,3,1,0.010615384615384615,4.896315789473684,medium
135,job_30,0.55,18.59,240,2026-01-03,gcp,sa-east-1,low,ad-hoc,small,2026,1,3,1,0.0022916666666666667,2.535,low
104,job_49,21.7,589.32,1060,2026-01-03,aws,us-east-1,high,streaming,large,2026,1,3,1,0.020471698113207547,9.665,high
107,job_35,0.79,28.84,846,2026-01-03,aws,us-east-1,medium,batch,small,2026,1,3,1,0.0009338061465721041,4.859259259259259,low
184,job_3,1.69,304.95,160,2026-01-03,aws,us-west-2,low,batch,small,2026,1,3,1,0.010562499999999999,2.425135135135135,low
152,job_45,0.05,54.6,449,2026-01-03,aws,us-east-1,low,ad-hoc,small,2026,1,3,1,0.00011135857461024499,1.5795833333333331,low
179,job_27,3.33,166.78,289,2026-01-03,aws,us-east-1,low,batch,small,2026,1,3,1,0.01152249134948097,2.4221875,medium
87,job_28,0.01,100.96,20,2026-01-03,gcp,us-east-1,low,batch,large,2026,1,3,1,0.0005,2.4670833333333335,low
186,job_16,8.96,706.67,1488,2026-01-03,aws,us-west-2,high,streaming,large,2026,1,3,1,0.006021505376344087,10.656956521739131,high
183,job_33,3.87,728.98,538,2026-01-03,azure,us-east-1,high,streaming,medium,2026,1,3,1,0.007193308550185874,8.930769230769231,medium
167,job_40,1.29,336.85,127,2026-01-03,azure,us-west-2,low,streaming,small,2026,1,3,1,0.01015748031496063,2.1316,low
167,job_30,1.38,349.35,334,2026-01-03,azure,us-west-2,low,ad-hoc,small,2026,1,3,1,0.004131736526946108,2.1316,low
195,job_38,1.34,199.68,30,2026-01-03,gcp,us-east-1,low,streaming,small,2026,1,3,1,0.04466666666666667,0.9985714285714286,low
129,job_46,1.79,88.04,140,2026-01-03,gcp,us-east-1,low,batch,small,2026,1,3,1,0.012785714285714286,1.936,low
129,job_25,0.49,266.54,493,2026-01-03,gcp,us-east-1,low,batch,medium,2026,1,3,1,0.0009939148073022312,1.936,low
14,job_47,5.04,423.2,16,2026-01-03,gcp,us-east-1,medium,streaming,medium,2026,1,3,1,0.315,4.770833333333333,medium
110,job_38,2.93,145.83,121,2026-01-03,azure,us-east-1,low,streaming,small,2026,1,3,1,0.02421487603305785,1.0607692307692307,medium
72,job_23,1.17,6.25,185,2026-01-03,azure,us-west-2,low,batch,large,2026,1,3,1,0.0063243243243243236,1.906,low
98,job_41,1.41,105.9,263,2026-01-03,gcp,us-west-2,low,streaming,large,2026,1,3,1,0.0053612167300380225,1.9358620689655173,low
127,job_43,1.55,263.0,1166,2026-01-03,gcp,us-east-1,high,batch,small,2026,1,3,1,0.0013293310463121785,7.961764705882352,low
40,job_4,1.82,260.33,761,2026-01-03,gcp,sa-east-1,medium,streaming,medium,2026,1,3,1,0.0023915900131406044,5.501818181818182,low
186,job_49,19.63,479.45,938,2026-01-03,aws,us-west-2,high,streaming,large,2026,1,3,1,0.020927505330490405,10.656956521739131,high
100,job_12,7.54,264.1,30,2026-01-03,aws,us-west-2,medium,batch,small,2026,1,3,1,0.25133333333333335,5.567916666666666,high
131,job_21,2.62,611.56,1888,2026-01-03,gcp,us-east-1,high,ad-hoc,small,2026,1,3,1,0.0013877118644067797,12.356666666666667,medium
194,job_1,11.69,233.25,860,2026-01-03,aws,us-east-1,high,ad-hoc,small,2026,1,3,1,0.013593023255813953,10.249375,high
149,job_46,4.41,308.23,121,2026-01-03,aws,us-east-1,low,batch,small,2026,1,3,1,0.03644628099173554,2.9517857142857147,medium
112,job_44,4.76,362.89,91,2026-01-03,azure,sa-east-1,medium,batch,medium,2026,1,3,1,0.052307692307692305,3.936774193548387,medium
171,job_47,0.72,315.67,193,2026-01-03,azure,us-west-2,low,streaming,medium,2026,1,3,1,0.0037305699481865284,2.0786956521739133,low
181,job_8,6.1,95.29,424,2026-01-03,aws,us-west-2,medium,batch,large,2026,1,3,1,0.014386792452830187,3.1163636363636367,high
140,job_17,4.46,327.42,499,2026-01-03,aws,us-west-2,medium,batch,small,2026,1,3,1,0.008937875751503005,4.153636363636363,medium
21,job_50,5.91,210.76,294,2026-01-03,aws,us-east-1,medium,ad-hoc,medium,2026,1,3,1,0.020102040816326532,4.801764705882353,medium
80,job_26,1.27,497.86,915,2026-01-03,azure,us-east-1,medium,batch,large,2026,1,3,1,0.0013879781420765027,5.2385,low
162,job_42,1.49,292.95,193,2026-01-03,gcp,sa-east-1,low,ad-hoc,small,2026,1,3,1,0.00772020725388601,2.0143333333333335,low
110,job_40,0.34,306.58,348,2026-01-03,azure,us-east-1,low,streaming,small,2026,1,3,1,0.0009770114942528737,1.0607692307692307,low
57,job_1,4.76,118.12,42,2026-01-03,gcp,us-west-2,low,ad-hoc,small,2026,1,3,1,0.11333333333333333,2.2576923076923077,medium
70,job_2,0.46,68.03,178,2026-01-04,aws,us-east-1,high,batch,large,2026,1,4,1,0.0025842696629213486,6.96952380952381,low
115,job_21,10.65,641.73,1658,2026-01-04,aws,sa-east-1,high,ad-hoc,small,2026,1,4,1,0.006423401688781665,6.86037037037037,high
86,job_16,35.98,123.3,1276,2026-01-04,azure,sa-east-1,high,streaming,large,2026,1,4,1,0.028197492163009402,8.375454545454545,high
36,job_26,1.41,331.46,343,2026-01-04,azure,us-west-2,low,batch,large,2026,1,4,1,0.004110787172011661,2.2348,low
183,job_36,34.07,715.2,922,2026-01-04,azure,us-east-1,high,ad-hoc,small,2026,1,4,1,0.03695227765726681,8.930769230769231,high
33,job_11,6.39,91.98,782,2026-01-04,azure,sa-east-1,high,streaming,small,2026,1,4,1,0.008171355498721227,8.9428125,high
127,job_25,1.58,489.34,1480,2026-01-04,gcp,us-east-1,high,batch,medium,2026,1,4,1,0.0010675675675675675,7.961764705882352,low
139,job_15,2.54,60.3,142,2026-01-04,gcp,us-east-1,medium,streaming,large,2026,1,4,1,0.01788732394366197,7.71875,medium
162,job_14,0.78,327.72,473,2026-01-04,gcp,sa-east-1,low,streaming,small,2026,1,4,1,0.0016490486257928118,2.0143333333333335,low
148,job_29,1.17,133.72,53,2026-01-04,gcp,us-west-2,low,streaming,small,2026,1,4,1,0.022075471698113205,1.3875,low
16,job_45,0.01,245.89,466,2026-01-04,aws,us-west-2,low,ad-hoc,small,2026,1,4,1,2.145922746781116e-05,1.8697368421052631,low
80,job_20,7.74,441.72,69,2026-01-04,azure,us-east-1,medium,streaming,medium,2026,1,4,1,0.11217391304347826,5.2385,high
136,job_39,0.7,36.44,146,2026-01-04,gcp,us-east-1,low,streaming,medium,2026,1,4,1,0.004794520547945205,2.246551724137931,low
54,job_47,0.51,61.01,205,2026-01-04,aws,us-east-1,low,streaming,medium,2026,1,4,1,0.0024878048780487805,2.6903571428571427,low
160,job_43,0.46,234.16,1992,2026-01-04,gcp,us-east-1,high,batch,small,2026,1,4,1,0.00023092369477911647,6.783181818181817,low
163,job_31,0.6,474.67,1416,2026-01-04,azure,us-west-2,high,batch,small,2026,1,4,1,0.000423728813559322,11.864782608695652,low
81,job_16,0.32,168.44,179,2026-01-04,gcp,sa-east-1,low,streaming,large,2026,1,4,1,0.001787709497206704,1.8499999999999999,low
189,job_21,0.29,159.38,424,2026-01-04,azure,us-east-1,low,ad-hoc,small,2026,1,4,1,0.0006839622641509434,1.3622222222222222,low
170,job_41,3.86,282.49,845,2026-01-04,azure,sa-east-1,medium,streaming,large,2026,1,4,1,0.004568047337278106,4.8589473684210525,medium
159,job_23,10.81,335.97,480,2026-01-04,aws,us-west-2,low,batch,large,2026,1,4,1,0.022520833333333334,2.1414285714285715,high
35,job_38,7.45,301.42,446,2026-01-04,gcp,us-east-1,low,streaming,small,2026,1,4,1,0.01670403587443946,1.9675,high
45,job_45,2.48,292.01,657,2026-01-04,aws,us-east-1,medium,ad-hoc,small,2026,1,4,1,0.0037747336377473364,6.2275,medium
160,job_17,9.31,29.03,36,2026-01-04,gcp,us-east-1,high,batch,small,2026,1,4,1,0.2586111111111111,6.783181818181817,high
61,job_17,1.61,271.54,57,2026-01-04,azure,us-east-1,low,batch,small,2026,1,4,1,0.02824561403508772,2.8685714285714283,low
183,job_15,2.88,82.22,1110,2026-01-04,azure,us-east-1,high,streaming,large,2026,1,4,1,0.0025945945945945945,8.930769230769231,medium
132,job_14,2.42,444.98,910,2026-01-04,aws,us-east-1,medium,streaming,small,2026,1,4,1,0.0026593406593406594,6.8660000000000005,medium
160,job_6,0.47,370.66,412,2026-01-04,gcp,us-east-1,high,ad-hoc,small,2026,1,4,1,0.001140776699029126,6.783181818181817,low
94,job_28,0.73,318.9,464,2026-01-04,gcp,us-east-1,low,batch,large,2026,1,4,1,0.0015732758620689655,1.903125,low
32,job_8,3.74,479.25,1178,2026-01-04,gcp,us-east-1,high,batch,large,2026,1,4,1,0.003174872665534805,8.051,medium
181,job_16,1.75,219.36,460,2026-01-04,aws,us-west-2,medium,streaming,large,2026,1,4,1,0.0038043478260869567,3.1163636363636367,low
123,job_5,1.34,290.52,481,2026-01-04,azure,us-west-2,low,streaming,large,2026,1,4,1,0.002785862785862786,2.0479166666666666,low
64,job_10,0.47,134.38,907,2026-01-04,azure,sa-east-1,medium,streaming,small,2026,1,4,1,0.0005181918412348401,3.45,low
36,job_14,7.09,143.41,68,2026-01-04,azure,us-west-2,low,streaming,small,2026,1,4,1,0.10426470588235294,2.2348,high
199,job_18,0.39,300.62,141,2026-01-04,azure,sa-east-1,medium,batch,small,2026,1,4,1,0.0027659574468085106,4.5,low
9,job_48,0.99,173.43,310,2026-01-04,gcp,us-east-1,low,batch,large,2026,1,4,1,0.003193548387096774,2.261,low
115,job_16,7.66,734.67,142,2026-01-04,aws,sa-east-1,high,streaming,large,2026,1,4,1,0.05394366197183099,6.86037037037037,high
169,job_47,6.94,484.82,327,2026-01-04,aws,us-west-2,medium,streaming,medium,2026,1,4,1,0.02122324159021407,3.85,high
144,job_28,0.36,107.5,660,2026-01-04,azure,us-east-1,medium,batch,large,2026,1,4,1,0.0005454545454545455,3.6672413793103447,low
