user_id,job_id,compute_hours,storage_gb,queries_run,date,cloud_provider,region,profile,job_type,instance_type,year,month,day,week,compute_per_query,avg_compute_per_user,usage_intensity,compute_cost,storage_cost,query_cost,region_mult,instance_mult,discount,total_cost
199,job_12,1.75,468.45,146,2026-01-01,azure,sa-east-1,medium,batch,small,2026,1,1,1,0.011986301369863,4.5,low,1.05,9.369,0.146,1.2,1.0,1.0,10.565000000000001
31,job_6,6.67,333.17,101,2026-01-01,azure,sa-east-1,low,ad-hoc,small,2026,1,1,1,0.066039603960396,1.6996153846153847,high,4.002,6.6634,0.101,1.2,1.0,1.0,10.7664
53,job_1,0.22,204.07,28,2026-01-01,azure,sa-east-1,low,ad-hoc,small,2026,1,1,1,0.0078571428571428,2.477826086956522,low,0.132,4.0814,0.028,1.2,1.0,1.0,4.2414
197,job_9,1.83,7.99,1296,2026-01-01,gcp,us-west-2,high,ad-hoc,large,2026,1,1,1,0.001412037037037,8.376333333333333,low,2.0130000000000003,0.1598,1.296,1.1,2.0,1.0,3.4688000000000008
185,job_33,0.12,196.61,331,2026-01-01,aws,sa-east-1,low,streaming,medium,2026,1,1,1,0.0003625377643504,1.8623529411764703,low,0.10799999999999998,3.9322000000000004,0.331,1.2,1.5,1.0,4.371200000000001
187,job_6,1.71,23.14,438,2026-01-01,gcp,sa-east-1,low,ad-hoc,small,2026,1,1,1,0.003904109589041,1.648235294117647,low,1.026,0.46280000000000004,0.438,1.2,1.0,1.0,1.9268
177,job_26,0.93,236.52,167,2026-01-01,gcp,us-east-1,low,batch,large,2026,1,1,1,0.0055688622754491,1.5295454545454543,low,0.93,4.7304,0.167,1.0,2.0,1.0,5.8274
122,job_30,5.89,16.66,792,2026-01-01,gcp,sa-east-1,high,ad-hoc,small,2026,1,1,1,0.0074368686868686,5.652857142857143,medium,3.534,0.3332,0.792,1.2,1.0,1.0,4.6592
4,job_32,1.1,302.7,315,2026-01-01,gcp,us-west-2,low,streaming,medium,2026,1,1,1,0.0034920634920634,2.0425,low,0.9075000000000002,6.054,0.315,1.1,1.5,1.0,7.276500000000001
47,job_26,1.52,169.37,217,2026-01-01,azure,sa-east-1,low,batch,large,2026,1,1,1,0.0070046082949308,2.320689655172414,low,1.8239999999999998,3.3874,0.217,1.2,2.0,1.0,5.428399999999999
154,job_19,1.1,463.4,126,2026-01-01,gcp,us-east-1,medium,ad-hoc,large,2026,1,1,1,0.0087301587301587,3.840869565217392,low,1.1,9.267999999999999,0.126,1.0,2.0,1.0,10.493999999999998
133,job_13,0.89,144.27,48,2026-01-01,aws,us-east-1,medium,streaming,medium,2026,1,1,1,0.0185416666666666,4.160666666666667,low,0.6675,2.8854,0.048,1.0,1.5,1.0,3.6009
167,job_40,1.43,300.75,211,2026-01-01,azure,us-west-2,low,streaming,small,2026,1,1,1,0.0067772511848341,2.1316,low,0.7865,6.015000000000001,0.211,1.1,1.0,1.0,7.012500000000001
184,job_42,0.33,124.02,264,2026-01-01,aws,us-west-2,low,ad-hoc,small,2026,1,1,1,0.00125,2.425135135135135,low,0.18150000000000002,2.4804,0.264,1.1,1.0,1.0,2.9259000000000004
96,job_18,1.04,122.14,393,2026-01-01,aws,us-west-2,low,batch,small,2026,1,1,1,0.0026463104325699,2.34,low,0.5720000000000001,2.4428,0.393,1.1,1.0,1.0,3.4078
38,job_22,1.26,279.01,191,2026-01-01,gcp,us-west-2,low,batch,small,2026,1,1,1,0.0065968586387434,1.8984,low,0.6930000000000001,5.5802,0.191,1.1,1.0,1.0,6.464199999999999
89,job_30,5.17,54.73,47,2026-01-01,azure,us-west-2,low,ad-hoc,small,2026,1,1,1,0.11,3.530625,medium,2.8435,1.0946,0.047,1.1,1.0,1.0,3.9851000000000005
187,job_35,2.46,348.48,284,2026-01-01,gcp,sa-east-1,low,batch,small,2026,1,1,1,0.0086619718309859,1.648235294117647,medium,1.476,6.969600000000001,0.28400000000000003,1.2,1.0,1.0,8.729600000000001
75,job_38,0.64,227.07,212,2026-01-01,azure,us-east-1,low,streaming,small,2026,1,1,1,0.0030188679245283,1.7676923076923077,low,0.32,4.5414,0.212,1.0,1.0,1.0,5.0734
144,job_6,10.15,454.34,414,2026-01-01,azure,us-east-1,medium,ad-hoc,small,2026,1,1,1,0.0245169082125603,3.6672413793103447,high,4.5675,9.0868,0.41400000000000003,1.0,1.0,0.9,14.068299999999999
142,job_4,3.08,134.81,201,2026-01-01,gcp,us-west-2,low,streaming,medium,2026,1,1,1,0.0153233830845771,2.073421052631579,medium,2.5410000000000004,2.6962,0.201,1.1,1.5,1.0,5.4382
94,job_28,2.19,13.82,357,2026-01-01,gcp,us-east-1,low,batch,large,2026,1,1,1,0.0061344537815126,1.903125,medium,2.19,0.27640000000000003,0.357,1.0,2.0,1.0,2.8234000000000004
69,job_49,1.28,450.31,707,2026-01-01,azure,us-west-2,medium,streaming,large,2026,1,1,1,0.0018104667609618,4.2176,low,1.4080000000000001,9.0062,0.707,1.1,2.0,1.0,11.1212
66,job_21,2.57,317.28,360,2026-01-01,azure,us-west-2,low,ad-hoc,small,2026,1,1,1,0.0071388888888888,1.4806666666666666,medium,1.4135,6.345599999999999,0.36,1.1,1.0,1.0,8.1191
55,job_25,3.3,82.21,1944,2026-01-01,azure,us-east-1,high,batch,medium,2026,1,1,1,0.0016975308641975,8.7732,medium,2.4749999999999996,1.6441999999999999,1.944,1.0,1.5,1.0,6.063199999999999
125,job_4,0.79,311.26,84,2026-01-01,gcp,sa-east-1,low,streaming,medium,2026,1,1,1,0.0094047619047619,1.967142857142857,low,0.711,6.2252,0.084,1.2,1.5,1.0,7.0202
107,job_40,2.24,135.48,42,2026-01-01,aws,us-east-1,medium,streaming,small,2026,1,1,1,0.0533333333333333,4.859259259259259,medium,1.12,2.7096,0.042,1.0,1.0,1.0,3.8716
167,job_13,1.33,110.82,164,2026-01-01,azure,us-west-2,low,streaming,medium,2026,1,1,1,0.0081097560975609,2.1316,low,1.09725,2.2163999999999997,0.164,1.1,1.5,1.0,3.47765
151,job_39,1.87,495.54,641,2026-01-01,azure,sa-east-1,medium,streaming,medium,2026,1,1,1,0.0029173166926677,2.92037037037037,low,1.6829999999999998,9.9108,0.641,1.2,1.5,1.0,12.2348
167,job_15,2.63,214.07,237,2026-01-01,azure,us-west-2,low,streaming,large,2026,1,1,1,0.0110970464135021,2.1316,medium,2.8930000000000002,4.2814,0.23700000000000002,1.1,2.0,1.0,7.4114
171,job_10,2.03,271.01,51,2026-01-01,azure,us-west-2,low,streaming,small,2026,1,1,1,0.0398039215686274,2.0786956521739133,medium,1.1165,5.4202,0.051000000000000004,1.1,1.0,1.0,6.587700000000001
180,job_49,0.42,297.42,997,2026-01-01,aws,sa-east-1,medium,streaming,large,2026,1,1,1,0.0004212637913741,1.6009090909090908,low,0.504,5.9484,0.997,1.2,2.0,1.0,7.449400000000001
107,job_10,20.25,436.87,755,2026-01-01,aws,us-east-1,medium,streaming,small,2026,1,1,1,0.0268211920529801,4.859259259259259,high,9.1125,8.737400000000001,0.755,1.0,1.0,0.9,18.6049
46,job_35,6.06,262.24,171,2026-01-01,gcp,sa-east-1,medium,batch,small,2026,1,1,1,0.035438596491228,3.3514285714285714,high,3.6359999999999997,5.244800000000001,0.171,1.2,1.0,1.0,9.0518
161,job_43,0.62,191.02,316,2026-01-01,gcp,us-west-2,low,batch,small,2026,1,1,1,0.0019620253164556,1.9736,low,0.341,3.8204000000000002,0.316,1.1,1.0,1.0,4.4774
74,job_8,2.07,180.72,262,2026-01-01,azure,us-west-2,medium,batch,large,2026,1,1,1,0.0079007633587786,2.9016,medium,2.277,3.6144,0.262,1.1,2.0,1.0,6.1533999999999995
123,job_20,1.49,177.11,105,2026-01-01,azure,us-west-2,low,streaming,medium,2026,1,1,1,0.0141904761904761,2.0479166666666666,low,1.2292500000000002,3.5422000000000002,0.105,1.1,1.5,1.0,4.876450000000001
33,job_16,2.89,489.12,716,2026-01-02,azure,sa-east-1,high,streaming,large,2026,1,2,1,0.004036312849162,8.9428125,medium,3.468,9.7824,0.716,1.2,2.0,1.0,13.9664
143,job_8,0.52,241.52,436,2026-01-02,azure,sa-east-1,low,batch,large,2026,1,2,1,0.0011926605504587,1.5432258064516131,low,0.624,4.8304,0.436,1.2,2.0,1.0,5.8904
10,job_42,1.76,166.12,407,2026-01-02,gcp,us-east-1,low,ad-hoc,small,2026,1,2,1,0.0043243243243243,2.543846153846154,low,0.88,3.3224,0.40700000000000003,1.0,1.0,1.0,4.6094
148,job_29,2.19,229.68,408,2026-01-02,gcp,us-west-2,low,streaming,small,2026,1,2,1,0.0053676470588235,1.3875,medium,1.2045000000000001,4.5936,0.40800000000000003,1.1,1.0,1.0,6.206100000000001
178,job_19,0.56,114.62,132,2026-01-02,azure,us-east-1,low,ad-hoc,large,2026,1,2,1,0.0042424242424242,1.5215789473684211,low,0.56,2.2924,0.132,1.0,2.0,1.0,2.9844000000000004
146,job_10,2.5,511.49,404,2026-01-02,gcp,us-east-1,high,streaming,small,2026,1,2,1,0.0061881188118811,8.3088,medium,1.25,10.229800000000001,0.404,1.0,1.0,1.0,11.8838
107,job_9,2.05,70.33,80,2026-01-02,aws,us-east-1,medium,ad-hoc,large,2026,1,2,1,0.025625,4.859259259259259,medium,2.05,1.4066,0.08,1.0,2.0,1.0,3.5366
33,job_13,1.26,230.42,826,2026-01-02,azure,sa-east-1,high,streaming,medium,2026,1,2,1,0.0015254237288135,8.9428125,low,1.134,4.6084,0.8260000000000001,1.2,1.5,1.0,6.5684000000000005
192,job_2,3.68,32.78,1058,2026-01-02,azure,sa-east-1,high,batch,large,2026,1,2,1,0.0034782608695652,8.749032258064515,medium,4.416,0.6556000000000001,1.058,1.2,2.0,1.0,6.1296
57,job_33,1.04,159.07,322,2026-01-02,gcp,us-west-2,low,streaming,medium,2026,1,2,1,0.0032298136645962,2.257692307692308,low,0.8580000000000001,3.1814,0.322,1.1,1.5,1.0,4.361400000000001
138,job_48,2.89,140.66,429,2026-01-02,gcp,us-west-2,medium,batch,large,2026,1,2,1,0.0067365967365967,4.65,medium,3.1790000000000003,2.8132,0.429,1.1,2.0,1.0,6.421200000000001
199,job_31,4.66,30.61,493,2026-01-02,azure,sa-east-1,medium,batch,small,2026,1,2,1,0.0094523326572008,4.5,medium,2.796,0.6122,0.493,1.2,1.0,1.0,3.9012
2,job_49,2.45,55.95,116,2026-01-02,aws,us-west-2,low,streaming,large,2026,1,2,1,0.0211206896551724,1.5665,medium,2.6950000000000003,1.119,0.116,1.1,2.0,1.0,3.93
41,job_47,6.87,420.07,531,2026-01-02,aws,us-east-1,medium,streaming,medium,2026,1,2,1,0.0129378531073446,4.713809523809524,high,5.1525,8.4014,0.531,1.0,1.5,1.0,14.084900000000001
192,job_1,6.38,43.93,212,2026-01-02,azure,sa-east-1,high,ad-hoc,small,2026,1,2,1,0.0300943396226415,8.749032258064515,high,3.828,0.8786,0.212,1.2,1.0,1.0,4.9186
55,job_50,11.97,246.1,1358,2026-01-02,azure,us-east-1,high,ad-hoc,medium,2026,1,2,1,0.0088144329896907,8.7732,high,8.07975,4.922,1.358,1.0,1.5,0.9,14.359750000000002
160,job_9,0.76,193.61,1644,2026-01-02,gcp,us-east-1,high,ad-hoc,large,2026,1,2,1,0.0004622871046228,6.783181818181817,low,0.76,3.8722000000000003,1.6440000000000001,1.0,2.0,1.0,6.2762
197,job_40,7.25,370.26,790,2026-01-02,gcp,us-west-2,high,streaming,small,2026,1,2,1,0.0091772151898734,8.376333333333333,high,3.9875000000000003,7.4052,0.79,1.1,1.0,1.0,12.1827
151,job_16,0.41,193.88,145,2026-01-02,azure,sa-east-1,medium,streaming,large,2026,1,2,1,0.0028275862068965,2.92037037037037,low,0.49199999999999994,3.8776,0.145,1.2,2.0,1.0,4.5146
43,job_7,3.97,548.66,674,2026-01-02,gcp,sa-east-1,high,ad-hoc,medium,2026,1,2,1,0.0058902077151335,9.005454545454546,medium,3.573,10.9732,0.674,1.2,1.5,1.0,15.2202
146,job_32,13.4,202.37,900,2026-01-02,gcp,us-east-1,high,streaming,medium,2026,1,2,1,0.0148888888888888,8.3088,high,9.045000000000002,4.0474000000000006,0.9,1.0,1.5,0.9,13.992400000000002
128,job_28,0.99,196.62,27,2026-01-02,aws,us-west-2,low,batch,large,2026,1,2,1,0.0366666666666666,1.4877419354838708,low,1.089,3.9324000000000003,0.027,1.1,2.0,1.0,5.0484
137,job_47,0.6,308.57,278,2026-01-02,azure,us-east-1,medium,streaming,medium,2026,1,2,1,0.0021582733812949,5.058333333333334,low,0.44999999999999996,6.1714,0.278,1.0,1.5,1.0,6.8994
108,job_45,3.91,452.77,980,2026-01-02,gcp,sa-east-1,high,ad-hoc,small,2026,1,2,1,0.0039897959183673,9.70142857142857,medium,2.346,9.0554,0.98,1.2,1.0,1.0,12.381400000000001
43,job_20,13.21,245.19,164,2026-01-02,gcp,sa-east-1,high,streaming,medium,2026,1,2,1,0.0805487804878048,9.005454545454546,high,10.700099999999999,4.9038,0.164,1.2,1.5,0.9,15.7679
161,job_34,0.18,86.84,236,2026-01-02,gcp,us-west-2,low,ad-hoc,large,2026,1,2,1,0.0007627118644067,1.9736,low,0.198,1.7368000000000001,0.23600000000000002,1.1,2.0,1.0,2.1708000000000003
197,job_13,6.15,357.49,1564,2026-01-02,gcp,us-west-2,high,streaming,medium,2026,1,2,1,0.0039322250639386,8.376333333333333,high,5.07375,7.1498,1.564,1.1,1.5,1.0,13.78755
81,job_13,1.92,320.27,101,2026-01-02,gcp,sa-east-1,low,streaming,medium,2026,1,2,1,0.019009900990099,1.85,low,1.7279999999999998,6.4054,0.101,1.2,1.5,1.0,8.2344
15,job_15,5.93,300.2,546,2026-01-02,azure,us-west-2,medium,streaming,large,2026,1,2,1,0.0108608058608058,3.438947368421053,medium,6.523000000000001,6.004,0.546,1.1,2.0,1.0,13.073
190,job_18,1.09,505.51,402,2026-01-02,gcp,us-east-1,high,batch,small,2026,1,2,1,0.0027114427860696,8.861304347826087,low,0.545,10.1102,0.402,1.0,1.0,1.0,11.0572
119,job_49,6.96,57.51,36,2026-01-02,gcp,us-west-2,low,streaming,large,2026,1,2,1,0.1933333333333333,1.6035714285714284,high,7.656000000000001,1.1502,0.036000000000000004,1.1,2.0,1.0,8.8422
61,job_13,1.39,17.71,119,2026-01-02,azure,us-east-1,low,streaming,medium,2026,1,2,1,0.0116806722689075,2.8685714285714283,low,1.0425,0.3542,0.11900000000000001,1.0,1.5,1.0,1.5157
26,job_20,0.27,32.8,476,2026-01-02,aws,us-west-2,low,streaming,medium,2026,1,2,1,0.0005672268907563,2.114090909090909,low,0.22275000000000003,0.6559999999999999,0.47600000000000003,1.1,1.5,1.0,1.35475
176,job_5,1.8,90.3,416,2026-01-02,aws,us-west-2,low,streaming,large,2026,1,2,1,0.004326923076923,1.7218181818181817,low,1.9800000000000002,1.806,0.41600000000000004,1.1,2.0,1.0,4.202000000000001
57,job_14,6.66,43.63,415,2026-01-02,gcp,us-west-2,low,streaming,small,2026,1,2,1,0.0160481927710843,2.257692307692308,high,3.6630000000000003,0.8726,0.41500000000000004,1.1,1.0,1.0,4.9506000000000006
90,job_38,0.52,58.6,336,2026-01-02,aws,sa-east-1,low,streaming,small,2026,1,2,1,0.001547619047619,2.216,low,0.312,1.1720000000000002,0.336,1.2,1.0,1.0,1.8200000000000003
55,job_22,4.18,598.97,1888,2026-01-02,azure,us-east-1,high,batch,small,2026,1,2,1,0.0022139830508474,8.7732,medium,2.09,11.9794,1.8880000000000001,1.0,1.0,1.0,15.9574
16,job_1,2.01,55.48,98,2026-01-02,aws,us-west-2,low,ad-hoc,small,2026,1,2,1,0.0205102040816326,1.8697368421052631,medium,1.1055,1.1096,0.098,1.1,1.0,1.0,2.3130999999999995
178,job_6,1.09,14.0,486,2026-01-02,azure,us-east-1,low,ad-hoc,small,2026,1,2,1,0.0022427983539094,1.5215789473684211,low,0.545,0.28,0.486,1.0,1.0,1.0,1.311
132,job_1,3.41,404.17,945,2026-01-02,aws,us-east-1,medium,ad-hoc,small,2026,1,2,1,0.0036084656084656,6.8660000000000005,medium,1.705,8.083400000000001,0.9450000000000001,1.0,1.0,1.0,10.733400000000001
25,job_47,7.26,307.37,56,2026-01-02,aws,us-east-1,medium,streaming,medium,2026,1,2,1,0.1296428571428571,5.567407407407408,high,5.445,6.1474,0.056,1.0,1.5,1.0,11.6484
74,job_30,2.38,317.22,607,2026-01-02,azure,us-west-2,medium,ad-hoc,small,2026,1,2,1,0.0039209225700164,2.9016,medium,1.309,6.3444,0.607,1.1,1.0,1.0,8.2604
120,job_49,13.3,469.69,1302,2026-01-02,azure,us-west-2,high,streaming,large,2026,1,2,1,0.0102150537634408,7.648000000000001,high,13.167000000000003,9.3938,1.302,1.1,2.0,0.9,23.862800000000004
99,job_24,0.29,307.95,418,2026-01-02,aws,us-west-2,low,batch,small,2026,1,2,1,0.0006937799043062,1.7432,low,0.1595,6.159,0.418,1.1,1.0,1.0,6.7365
59,job_40,0.82,107.81,95,2026-01-02,gcp,sa-east-1,low,streaming,small,2026,1,2,1,0.0086315789473684,2.382857142857143,low,0.49199999999999994,2.1562,0.095,1.2,1.0,1.0,2.7432000000000003
44,job_28,7.86,288.21,28,2026-01-02,aws,us-west-2,medium,batch,large,2026,1,2,1,0.2807142857142857,4.191538461538462,high,8.646,5.7642,0.028,1.1,2.0,1.0,14.4382
79,job_47,11.9,165.44,141,2026-01-02,gcp,us-east-1,low,streaming,medium,2026,1,2,1,0.0843971631205673,2.416875,high,8.0325,3.3088,0.14100000000000001,1.0,1.5,0.9,11.4823
155,job_50,0.68,301.17,415,2026-01-02,aws,us-east-1,low,ad-hoc,medium,2026,1,2,1,0.0016385542168674,1.221875,low,0.51,6.0234000000000005,0.41500000000000004,1.0,1.5,1.0,6.9484
89,job_38,2.47,94.4,35,2026-01-02,azure,us-west-2,low,streaming,small,2026,1,2,1,0.0705714285714285,3.530625,medium,1.3585000000000003,1.8880000000000001,0.035,1.1,1.0,1.0,3.2815000000000003
173,job_34,1.73,279.94,111,2026-01-02,gcp,sa-east-1,low,ad-hoc,large,2026,1,2,1,0.0155855855855855,1.700526315789474,low,2.076,5.5988,0.111,1.2,2.0,1.0,7.785799999999999
13,job_9,0.04,123.67,245,2026-01-03,aws,sa-east-1,low,ad-hoc,large,2026,1,3,1,0.0001632653061224,1.7563333333333333,low,0.048,2.4734000000000003,0.245,1.2,2.0,1.0,2.7664000000000004
190,job_9,1.25,312.32,728,2026-01-03,gcp,us-east-1,high,ad-hoc,large,2026,1,3,1,0.0017170329670329,8.861304347826087,low,1.25,6.2464,0.728,1.0,2.0,1.0,8.224400000000001
142,job_45,5.55,305.14,446,2026-01-03,gcp,us-west-2,low,ad-hoc,small,2026,1,3,1,0.0124439461883408,2.073421052631579,medium,3.0525,6.1028,0.446,1.1,1.0,1.0,9.6013
159,job_46,1.22,187.15,294,2026-01-03,aws,us-west-2,low,batch,small,2026,1,3,1,0.0041496598639455,2.1414285714285715,low,0.671,3.7430000000000003,0.294,1.1,1.0,1.0,4.708
62,job_17,5.04,233.4,340,2026-01-03,aws,us-west-2,low,batch,small,2026,1,3,1,0.0148235294117647,2.823478260869565,medium,2.7720000000000002,4.668,0.34,1.1,1.0,1.0,7.78
141,job_36,0.41,207.6,298,2026-01-03,gcp,us-east-1,low,ad-hoc,small,2026,1,3,1,0.0013758389261744,2.064583333333333,low,0.205,4.152,0.298,1.0,1.0,1.0,4.655
39,job_7,0.79,385.92,75,2026-01-03,aws,sa-east-1,medium,ad-hoc,medium,2026,1,3,1,0.0105333333333333,3.1422222222222222,low,0.711,7.718400000000001,0.075,1.2,1.5,1.0,8.5044
27,job_19,1.22,246.47,482,2026-01-03,aws,us-west-2,medium,ad-hoc,large,2026,1,3,1,0.0025311203319502,4.896315789473684,low,1.342,4.9294,0.482,1.1,2.0,1.0,6.7534
46,job_49,4.74,383.9,310,2026-01-03,gcp,sa-east-1,medium,streaming,large,2026,1,3,1,0.0152903225806451,3.3514285714285714,medium,5.688,7.678,0.31,1.2,2.0,1.0,13.676
141,job_34,2.18,287.27,66,2026-01-03,gcp,us-east-1,low,ad-hoc,large,2026,1,3,1,0.033030303030303,2.064583333333333,medium,2.18,5.7454,0.066,1.0,2.0,1.0,7.9914
68,job_21,2.51,460.32,674,2026-01-03,azure,sa-east-1,medium,ad-hoc,small,2026,1,3,1,0.0037240356083086,5.4825,medium,1.5059999999999998,9.2064,0.674,1.2,1.0,1.0,11.3864
197,job_21,19.67,18.51,514,2026-01-03,gcp,us-west-2,high,ad-hoc,small,2026,1,3,1,0.0382684824902723,8.376333333333333,high,9.736650000000003,0.37020000000000003,0.514,1.1,1.0,0.9,10.620850000000003
22,job_25,13.19,118.26,249,2026-01-03,aws,sa-east-1,medium,batch,medium,2026,1,3,1,0.0529718875502008,4.81875,high,10.6839,2.3652,0.249,1.2,1.5,0.9,13.2981
76,job_7,4.05,400.67,707,2026-01-03,azure,us-east-1,medium,ad-hoc,medium,2026,1,3,1,0.0057284299858557,3.0675,medium,3.0374999999999996,8.0134,0.707,1.0,1.5,1.0,11.757900000000001
153,job_18,0.43,260.49,443,2026-01-03,gcp,sa-east-1,low,batch,small,2026,1,3,1,0.0009706546275395,1.5404761904761906,low,0.258,5.2098,0.443,1.2,1.0,1.0,5.9108
96,job_8,0.17,302.0,235,2026-01-03,aws,us-west-2,low,batch,large,2026,1,3,1,0.0007234042553191,2.34,low,0.18700000000000003,6.04,0.23500000000000001,1.1,2.0,1.0,6.462000000000001
10,job_45,18.59,184.74,469,2026-01-03,gcp,us-east-1,low,ad-hoc,small,2026,1,3,1,0.039637526652452,2.543846153846154,high,8.3655,3.6948000000000003,0.46900000000000003,1.0,1.0,0.9,12.529300000000001
128,job_7,0.49,241.92,175,2026-01-03,aws,us-west-2,low,ad-hoc,medium,2026,1,3,1,0.0028,1.4877419354838708,low,0.40425,4.8384,0.17500000000000002,1.1,1.5,1.0,5.41765
125,job_38,0.97,110.12,117,2026-01-03,gcp,sa-east-1,low,streaming,small,2026,1,3,1,0.0082905982905982,1.967142857142857,low,0.582,2.2024000000000004,0.117,1.2,1.0,1.0,2.9014
98,job_47,0.6,253.77,91,2026-01-03,gcp,us-west-2,low,streaming,medium,2026,1,3,1,0.0065934065934065,1.9358620689655173,low,0.495,5.0754,0.091,1.1,1.5,1.0,5.6614
189,job_13,1.01,218.52,137,2026-01-03,azure,us-east-1,low,streaming,medium,2026,1,3,1,0.0073722627737226,1.3622222222222222,low,0.7575000000000001,4.3704,0.137,1.0,1.5,1.0,5.264900000000001
63,job_47,5.21,160.99,186,2026-01-03,azure,sa-east-1,low,streaming,medium,2026,1,3,1,0.028010752688172,2.5116666666666663,medium,4.688999999999999,3.2198,0.186,1.2,1.5,1.0,8.0948
149,job_6,0.06,229.26,306,2026-01-03,aws,us-east-1,low,ad-hoc,small,2026,1,3,1,0.0001960784313725,2.9517857142857147,low,0.03,4.5851999999999995,0.306,1.0,1.0,1.0,4.9212
136,job_21,0.56,122.5,262,2026-01-03,gcp,us-east-1,low,ad-hoc,small,2026,1,3,1,0.0021374045801526,2.246551724137931,low,0.28,2.45,0.262,1.0,1.0,1.0,2.9920000000000004
177,job_23,0.71,322.96,270,2026-01-03,gcp,us-east-1,low,batch,large,2026,1,3,1,0.0026296296296296,1.5295454545454543,low,0.71,6.4592,0.27,1.0,2.0,1.0,7.4392
101,job_29,0.89,270.08,398,2026-01-03,gcp,sa-east-1,medium,streaming,small,2026,1,3,1,0.0022361809045226,3.2725,low,0.534,5.4016,0.398,1.2,1.0,1.0,6.3336
27,job_13,2.76,329.28,260,2026-01-03,aws,us-west-2,medium,streaming,medium,2026,1,3,1,0.0106153846153846,4.896315789473684,medium,2.277,6.5855999999999995,0.26,1.1,1.5,1.0,9.1226
135,job_30,0.55,18.59,240,2026-01-03,gcp,sa-east-1,low,ad-hoc,small,2026,1,3,1,0.0022916666666666,2.535,low,0.33,0.3718,0.24,1.2,1.0,1.0,0.9418
104,job_49,21.7,589.32,1060,2026-01-03,aws,us-east-1,high,streaming,large,2026,1,3,1,0.0204716981132075,9.665,high,19.53,11.7864,1.06,1.0,2.0,0.9,32.376400000000004
107,job_35,0.79,28.84,846,2026-01-03,aws,us-east-1,medium,batch,small,2026,1,3,1,0.0009338061465721,4.859259259259259,low,0.395,0.5768,0.846,1.0,1.0,1.0,1.8178
184,job_3,1.69,304.95,160,2026-01-03,aws,us-west-2,low,batch,small,2026,1,3,1,0.0105624999999999,2.425135135135135,low,0.9295,6.099,0.16,1.1,1.0,1.0,7.1885
152,job_45,0.05,54.6,449,2026-01-03,aws,us-east-1,low,ad-hoc,small,2026,1,3,1,0.0001113585746102,1.5795833333333331,low,0.025,1.092,0.449,1.0,1.0,1.0,1.566
